id,title,author,pages,year,genre_inferred,genre,status,notes
b0311,"Storytelling with You: Plan, Create, and Deliver a Stellar Presentation",Cole Nussbaumer Knaflic,384,2022,other,,active,
b0312,Pandora's Jar: Women in the Greek Myths,Natalie Haynes,320,2020,other,,active,
b0313,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,400,2003,other,,active,
b0314,A Gentleman in Moscow,Amor Towles,495,2019,other,,active,
b0315,The Song of the Cell: An Exploration of Medicine and the New Human,Siddhartha Mukherjee,473,2022,nonfiction,,active,
b0316,"Eight Million Ways to Die (Matthew Scudder, #5)",Lawrence Block,352,1993,other,,active,
b0317,Notes from a Small Island,Bill Bryson,324,1997,other,,active,
b0318,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,352,2018,crime_mystery,,active,
b0319,"Caliban and the Witch: Women, the Body and Primitive Accumulation",Silvia Federici,288,2004,other,,active,
b0320,Inherit the Stars,James P. Hogan,216,1977,sci_fi,,active,
b0321,"A City on Mars: Can We Settle Space, Should We Settle Space, and Have We Really Thought This Through?",Kelly Weinersmith,448,2023,sci_fi,,active,
b0322,"The Coming Wave: Technology, Power, and the Twenty-first Century's Greatest Dilemma",Mustafa Suleyman,332,2023,other,,active,
b0323,Astrophysics for People in a Hurry,Neil deGrasse Tyson,223,2017,other,,active,
b0324,Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,384,2014,other,,active,
b0325,"For the Culture: The Power Behind What We Buy, What We Do, and Who We Want to Be",Marcus Collins,304,2023,other,,active,
b0326,Sherlock Holmes & the Christmas Demon,James Lovegrove,375,2019,other,,active,
b0327,The Bloody Chamber and Other Stories,Angela Carter,126,1995,other,,active,
b0328,Judgement Ridge: The True Story Behind the Dartmouth Murders,Mitchell Zuckoff,432,2010,crime_mystery,,active,
b0329,Columbine,Dave Cullen,417,2009,other,,active,
b0330,"Drug Dealer, MD: How Doctors Were Duped, Patients Got Hooked, and Why It's So Hard to Stop",Anna Lembke,192,2016,other,,active,
b0331,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,535,2021,sci_fi,,active,
b0332,Pain Killer: An Empire of Deceit and the Origin of America's Opioid Epidemic,Barry Meier,240,2023,crime_mystery,,active,
b0333,"The Nocturnal Brain: Nightmares, Neuroscience, and the Secret World of Sleep",Guy Leschziner,368,2019,sci_fi,,active,
b0334,Still Alice,Lisa Genova,353,2009,other,,active,
b0335,Country Driving: A Journey Through China from Farm to Factory,Peter Hessler,448,2010,other,,active,
b0336,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,389,2017,other,,active,
b0337,The Last Time I Lied,Riley Sager,402,2018,sci_fi,,active,
b0338,Dark State (Jason Trapp #1),Jack     Slater,454,2021,other,,active,
b0339,An Astronaut's Guide to Life on Earth,Chris Hadfield,295,2013,other,,active,
b0340,"A Fire Upon the Deep (Zones of Thought, #1)",Vernor Vinge,613,1993,other,,active,
b0341,"Gods and Robots: Myths, Machines, and Ancient Dreams of Technology",Adrienne Mayor,407,2018,sci_fi,,active,
b0342,The Day I Die: The Untold Story of Assisted Dying in America,Anita Hannig,320,2022,other,,active,
b0343,The Secret Life of Bees,Sue Monk Kidd,352,2003,other,,active,
b0344,Elon Musk,Walter Isaacson,670,2023,other,,active,
b0345,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,790,2017,other,,active,
b0346,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,529,2012,sci_fi,,active,
b0347,Piranesi,Susanna Clarke,246,2020,other,,active,
b0348,Things We Do in the Dark,Jennifer Hillier,352,2022,other,,active,
b0349,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,472,2010,nonfiction,,active,
b0350,"The Dark Forest (The Three-Body Problem, #2)",Liu Cixin,513,2015,other,,active,
b0351,When I Was Five I Killed Myself,Howard Buten,192,2001,other,,active,
b0352,Find Your Why: A Practical Guide to Discovering Purpose for You and Your Team,Simon Sinek,256,2017,other,,active,
b0353,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,180,2001,other,,active,
b0354,"American Gods: Tenth Anniversary (American Gods, #1)",Neil Gaiman,635,2011,sci_fi,,active,
b0355,绝叫,Aki Hamanaka,509,2020,other,,active,
b0356,Zima Blue and Other Stories,Alastair Reynolds,304,2006,sci_fi,,active,
b0357,球状闪电,Liu Cixin,281,2009,other,,active,
b0358,Rescuing Socrates: How the Great Books Changed My Life and Why They Matter for a New Generation,Roosevelt Montás,238,2021,other,,active,
b0359,Night Vision: Seeing Ourselves Through Dark Moods,Mariana Alessandri,216,2023,other,,active,
b0360,Viral Justice: How We Grow the World We Want,Ruha Benjamin,392,2022,other,,active,
b0361,Il tribunale delle anime,Donato Carrisi,480,2011,other,,active,
b0362,Of Mice and Men,John Steinbeck,107,2002,other,,active,
b0363,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,260,2018,other,,active,
b0364,The Picture of Dorian Gray,Oscar Wilde,272,2004,other,,active,
